"scenario_id","scenario_label","scenario_family","purpose","effect_source","theta_A","theta_B","gamma","method_id","claim_regime","adjustment_method","allocation_strategy","manuscript_role","N","alpha","nrep","variance_method","distribution","expected_analytic_match","truth_delta_AB_minus_A","truth_delta_AB_minus_B","plan_delta_AB_minus_A","plan_delta_AB_minus_B","margin_AB_minus_A","margin_AB_minus_B","sigma2_A","sigma2_B","sigma2_AB","allocation_A","allocation_B","allocation_AB","n_A","n_B","n_AB","true_null_AB_minus_A","true_null_AB_minus_B","cutoff_mean","cutoff_min","cutoff_max","empirical_joint_success","empirical_joint_success_lcl","empirical_joint_success_ucl","analytic_joint_success","planned_analytic_joint_success","joint_success_absolute_difference","empirical_any_true_reject","empirical_any_true_reject_lcl","empirical_any_true_reject_ucl","analytic_any_true_reject","empirical_false_full_contribution","empirical_false_full_contribution_lcl","empirical_false_full_contribution_ucl","analytic_false_full_contribution","empirical_marginal_power_AB_minus_A","empirical_marginal_power_AB_minus_B","analytic_marginal_power_AB_minus_A","analytic_marginal_power_AB_minus_B","seed"
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.192305,0.403847,0.403847,50,105,105,FALSE,FALSE,1.959964,1.959964,1.959964,0.50188,0.497497,0.506263,0.500391,0.500391,0.001489,NA,NA,NA,NA,NA,NA,NA,NA,0.89246,0.52916,0.892691,0.527437,202612195
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,2.211806,2.211806,2.211806,0.35208,0.347893,0.356267,0.34992,0.34992,0.00216,NA,NA,NA,NA,NA,NA,NA,NA,0.91938,0.35772,0.920018,0.355533,202612196
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.78066,0.777033,0.784287,0.782826,0.782826,0.002166,NA,NA,NA,NA,NA,NA,NA,NA,0.86792,0.8626,0.867965,0.866204,202613191
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.292893,0.292893,0.414214,82,82,116,FALSE,FALSE,1.959964,1.959964,1.959964,0.79066,0.787094,0.794226,0.791032,0.791032,0.000372,NA,NA,NA,NA,NA,NA,NA,NA,0.87682,0.87554,0.87678,0.87678,202613192
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.78264,0.779025,0.786255,0.782826,0.782826,0.000186,NA,NA,NA,NA,NA,NA,NA,NA,0.86758,0.86614,0.867965,0.866204,202613193
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.78458,0.780976,0.788184,0.782826,0.782826,0.001754,NA,NA,NA,NA,NA,NA,NA,NA,0.86894,0.86794,0.867965,0.866204,202613194
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.7792,0.775564,0.782836,0.782826,0.782826,0.003626,NA,NA,NA,NA,NA,NA,NA,NA,0.86648,0.8626,0.867965,0.866204,202613195
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,2.211983,2.211983,2.211983,0.69196,0.687913,0.696007,0.694592,0.694592,0.002632,NA,NA,NA,NA,NA,NA,NA,NA,0.8003,0.80352,0.806426,0.804169,202613196
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.333333,0.333333,0.333333,90,90,90,FALSE,FALSE,1.959964,1.959964,1.959964,0.70242,0.698413,0.706427,0.706423,0.706423,0.004003,NA,NA,NA,NA,NA,NA,NA,NA,0.80158,0.83646,0.803719,0.837928,202614191
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.292893,0.292893,0.414214,79,79,112,FALSE,FALSE,1.959964,1.959964,1.959964,0.6993,0.695281,0.703319,0.697813,0.697813,0.001487,NA,NA,NA,NA,NA,NA,NA,NA,0.80422,0.83746,0.800648,0.839597,202614192
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.333333,0.333333,0.333333,90,90,90,FALSE,FALSE,1.959964,1.959964,1.959964,0.7036,0.699597,0.707603,0.706423,0.706423,0.002823,NA,NA,NA,NA,NA,NA,NA,NA,0.80482,0.83474,0.803719,0.837928,202614193
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.333333,0.333333,0.333333,90,90,90,FALSE,FALSE,1.959964,1.959964,1.959964,0.70486,0.700862,0.708858,0.706423,0.706423,0.001563,NA,NA,NA,NA,NA,NA,NA,NA,0.80414,0.83584,0.803719,0.837928,202614194
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.333333,0.333333,0.333333,90,90,90,FALSE,FALSE,1.959964,1.959964,1.959964,0.70294,0.698935,0.706945,0.706423,0.706423,0.003483,NA,NA,NA,NA,NA,NA,NA,NA,0.80074,0.83532,0.803719,0.837928,202614195
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.333333,0.333333,0.333333,90,90,90,FALSE,FALSE,2.220724,2.19925,2.232385,0.60098,0.596688,0.605272,0.600648,0.600648,0.000332,NA,NA,NA,NA,NA,NA,NA,NA,0.72426,0.76364,0.723723,0.765754,202614196
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",300,0.025,50000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,100,100,100,TRUE,TRUE,1.959964,1.959964,1.959964,0.00464,0.004044,0.005236,0.004622,0.8158,1.8e-05,0.04606,0.044223,0.047897,0.045378,0.00464,0.004044,0.005236,0.004622,0.02568,0.02502,0.025,0.025,202615191
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",300,0.025,50000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.292893,0.292893,0.414214,88,88,124,TRUE,TRUE,1.959964,1.959964,1.959964,0.00376,0.003224,0.004296,0.003531,0.823807,0.000229,0.04812,0.046244,0.049996,0.046469,0.00376,0.003224,0.004296,0.003531,0.0257,0.02618,0.025,0.025,202615192
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",300,0.025,50000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,100,100,100,TRUE,TRUE,1.959964,1.959964,1.959964,0.00482,0.004213,0.005427,0.004622,0.8158,0.000198,0.04532,0.043497,0.047143,0.045378,0.00482,0.004213,0.005427,0.004622,0.02436,0.02578,0.025,0.025,202615193
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",300,0.025,50000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,100,100,100,TRUE,TRUE,1.959964,1.959964,1.959964,0.00494,0.004325,0.005555,0.004622,0.8158,0.000318,0.04612,0.044282,0.047958,0.045378,0.00494,0.004325,0.005555,0.004622,0.02562,0.02544,0.025,0.025,202615194
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",300,0.025,50000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,100,100,100,TRUE,TRUE,1.959964,1.959964,1.959964,0.0049,0.004288,0.005512,0.004622,0.8158,0.000278,0.04618,0.04434,0.04802,0.045378,0.0049,0.004288,0.005512,0.004622,0.02612,0.02496,0.025,0.025,202615195
"heavy_tail_global_null__alpha_0p025","heavy_tail_global_null","distribution_sensitivity","False full-contribution conclusion under modest nonnormality","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",300,0.025,50000,"common","t5",FALSE,0,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,100,100,100,TRUE,TRUE,2.212135,2.212135,2.212135,0.00218,0.001771,0.002589,0.001957,0.73461,0.000223,0.02684,0.025423,0.028257,0.025,0.00218,0.001771,0.002589,0.001957,0.01446,0.01456,0.013479,0.013479,202615196
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.025,50000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.36298,0.358765,0.367195,0.359181,0.888537,0.003799,NA,NA,NA,NA,NA,NA,NA,NA,0.5284,0.53152,0.525473,0.525473,202616191
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",240,0.025,50000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.292893,0.292893,0.414214,70,70,100,FALSE,FALSE,1.959964,1.959964,1.959964,0.35594,0.351743,0.360137,0.355662,0.895639,0.000278,NA,NA,NA,NA,NA,NA,NA,NA,0.53702,0.53696,0.537223,0.537223,202616192
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.025,50000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.36196,0.357748,0.366172,0.359181,0.888537,0.002779,NA,NA,NA,NA,NA,NA,NA,NA,0.52732,0.52306,0.525473,0.525473,202616193
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.025,50000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.35896,0.354755,0.363165,0.359181,0.888537,0.000221,NA,NA,NA,NA,NA,NA,NA,NA,0.52252,0.52678,0.525473,0.525473,202616194
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.025,50000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.36194,0.357728,0.366152,0.359181,0.888537,0.002759,NA,NA,NA,NA,NA,NA,NA,NA,0.52752,0.52722,0.525473,0.525473,202616195
"overoptimistic_planning__alpha_0p025","overoptimistic_planning","effect_misspecification","The planned effects are stronger than the true effects","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.025,50000,"common","normal",TRUE,0.32,0.32,0.55,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,2.212135,2.212135,2.212135,0.26572,0.261848,0.269592,0.261888,0.828264,0.003832,NA,NA,NA,NA,NA,NA,NA,NA,0.4274,0.42802,0.42533,0.42533,202616196
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned harder contribution is the opposite of the true harder contribution","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",260,0.025,50000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.959964,1.959964,1.959964,0.37546,0.371215,0.379705,0.373035,0.373035,0.002425,NA,NA,NA,NA,NA,NA,NA,NA,0.37838,0.94926,0.376049,0.951244,202617191
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned harder contribution is the opposite of the true harder contribution","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",260,0.025,50000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.292893,0.292893,0.414214,76,76,108,FALSE,FALSE,1.959964,1.959964,1.959964,0.3846,0.380336,0.388864,0.381363,0.381363,0.003237,NA,NA,NA,NA,NA,NA,NA,NA,0.38928,0.95582,0.385824,0.956687,202617192
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned harder contribution is the opposite of the true harder contribution","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",260,0.025,50000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.21446,0.391672,0.393868,56,102,102,FALSE,FALSE,1.959964,1.959964,1.959964,0.32556,0.321453,0.329667,0.322488,0.416894,0.003072,NA,NA,NA,NA,NA,NA,NA,NA,0.3271,0.97504,0.323906,0.975456,202617193
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned harder contribution is the opposite of the true harder contribution","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",260,0.025,50000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.287045,0.357952,0.355004,75,93,92,FALSE,FALSE,1.959964,1.959964,1.959964,0.36434,0.360122,0.368558,0.359783,0.392417,0.004557,NA,NA,NA,NA,NA,NA,NA,NA,0.36674,0.96244,0.362044,0.962494,202617194
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned harder contribution is the opposite of the true harder contribution","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.025,50000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.207724,0.396138,0.396138,54,103,103,FALSE,FALSE,1.959964,1.959964,1.959964,0.3181,0.314018,0.322182,0.317135,0.418622,0.000965,NA,NA,NA,NA,NA,NA,NA,NA,0.31968,0.97636,0.31848,0.97654,202617195
"reversed_limiting_component__alpha_0p025","reversed_limiting_component","allocation_fragility","The planned harder contribution is the opposite of the true harder contribution","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.025,50000,"common","normal",TRUE,0.25,0.55,0.55,0.25,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,2.211806,2.211806,2.211806,0.28276,0.278813,0.286707,0.281538,0.281538,0.001222,NA,NA,NA,NA,NA,NA,NA,NA,0.28632,0.91818,0.285114,0.920018,202617196
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",320,0.025,50000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.333333,0.333333,0.333333,107,107,106,FALSE,FALSE,1.959964,1.959964,1.959964,0.50538,0.500998,0.509762,0.497221,0.497221,0.008159,NA,NA,NA,NA,NA,NA,NA,NA,0.73012,0.5982,0.72376,0.590639,202618191
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",320,0.025,50000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.292893,0.292893,0.414214,94,94,132,FALSE,FALSE,1.959964,1.959964,1.959964,0.50522,0.500838,0.509602,0.500012,0.500012,0.005208,NA,NA,NA,NA,NA,NA,NA,NA,0.73906,0.60842,0.736766,0.603696,202618192
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",320,0.025,50000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.278742,0.332684,0.388573,89,107,124,FALSE,FALSE,1.959964,1.959964,1.959964,0.50332,0.498937,0.507703,0.504399,0.504399,0.001079,NA,NA,NA,NA,NA,NA,NA,NA,0.70956,0.62226,0.712042,0.623109,202618193
"additive_positive_excess__alpha_0p025","additive_positive_excess","synergy_motivation","Additive excess parameter translates into both required contribution contrasts","additive_excess",0.15,0.2,0.15,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",320,0.025,50000,"common","normal",TRUE,0.35,0.3,0.35,0.3,0,0,1,1,1,0.313311,0.347722,0.338967,100,111,109,FALSE,FALSE,1.959964,1.959964,1.959964,0.50194,0.497557,0.506323,0.500899,0.500899,0.001041,NA,NA,NA,NA,NA,NA,NA,NA,0.71588,0.60406,0.714859,0.60442,202618194
